make,model,seating_capacity,transmission_type,fuel_tank_capacity,body,rating,starting_price,ending_price,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp
Hyundai,Sonata,5,automatic,78,Sedan,4.3,9613,14853,247,2519,135,6278
Honda,Accord,5,automatic,43,Sedan,4.4,12092,15500,457,1860,359,6995
Honda,Accord,5,automatic,43,Sedan,3.5,11845,15146,267,1297,271,5159
Hyundai,Sonata,5,automatic,49,Sedan,4.9,9184,12282,221,3616,99,6825
Honda,Civic,5,automatic,42,Sedan,4.2,10391,14472,250,3877,227,5010
Honda,Civic,5,automatic,68,Coupe,4.1,8563,12487,483,3741,207,5831
Honda,Accord,5,automatic,48,Sedan,4.4,9853,14444,459,2867,126,4897
Hyundai,Genesis,5,automatic,48,Sedan,4.3,15911,21035,430,2339,280,6231
Honda,Odyssey,5,automatic,43,Minivan,3.9,12440,17348,343,3458,304,4743
Hyundai,Elantra,5,automatic,61,Sedan,3.9,11931,16453,220,1739,105,6527
Honda,Civic,5,automatic,79,Coupe,4.5,7675,11145,173,3010,274,6174
Infiniti,G Sedan,5,automatic,65,G Sedan,3.7,17982,21009,195,2878,149,5606
Honda,Civic,5,automatic,78,Sedan,3.8,9804,14852,446,1586,168,5529
Honda,Civic,5,automatic,69,Sedan,4.9,10860,14076,308,1693,140,4882
Hyundai,Elantra,5,automatic,68,Sedan,3.8,6021,8380,204,1631,274,5435
Hyundai,Azera,5,automatic,68,Sedan,3.8,15523,20397,122,3417,215,6387
Honda,Accord,5,automatic,75,Sedan,4.4,10490,15305,443,2766,133,4778
Ford,Fusion,5,automatic,60,Sedan,4.4,7479,8827,345,3343,286,4497
Ford,Fusion,5,automatic,51,Sedan,4.1,10115,14895,348,3457,162,6173
Hyundai,Sonata,5,automatic,49,Sedan,3.8,9688,13941,195,3247,192,4402
Honda,Civic,5,automatic,77,Coupe,4.6,9308,12301,212,3023,320,4957
Ford,Fusion,5,automatic,40,Sedan,3.8,11240,13364,401,2747,377,4739
Honda,Odyssey,5,automatic,50,Minivan,4.7,16937,24418,288,3288,309,6498
Ford,Fusion,5,automatic,44,Sedan,4.5,11270,14026,158,3153,318,4703
Honda,Accord,5,automatic,49,Sedan,5.0,14526,19453,265,3920,112,5942
Hyundai,Genesis,5,automatic,74,Sedan,3.8,10755,14821,480,3636,295,6501
Infiniti,G Sedan,5,automatic,79,G Sedan,3.9,12363,15822,291,1445,180,4466
Honda,Civic,5,automatic,43,Sedan,3.9,10000,12103,257,1571,109,5866
Hyundai,Accent,5,automatic,70,Sedan,3.6,7412,8704,265,1784,111,4112
Ford,Taurus,5,automatic,66,Sedan,4.2,9114,12686,245,2410,95,4059
Honda,Accord,5,automatic,78,Sedan,4.1,14868,18883,496,2081,172,6947
Ford,Transit Connect,5,automatic,68,Minivan,4.8,9980,13240,293,3084,120,5739
Ford,Taurus,5,automatic,63,Sedan,4.4,9369,11420,260,3669,287,5438
Hyundai,Sonata,5,automatic,48,Sedan,4.3,9160,11624,231,2584,202,4437
Honda,Crosstour,5,automatic,72,Hatchback,4.2,16130,22237,128,2988,276,6139
Honda,Civic,5,automatic,53,Sedan,4.6,9376,13759,419,1568,366,6388
Infiniti,FX,7,automatic,61,SUV,4.0,22733,32967,205,3064,133,5037
Honda,Crosstour,5,automatic,41,Hatchback,4.7,13891,21064,340,3858,110,5020
Hyundai,Elantra,5,automatic,46,Sedan,3.6,9036,13411,496,1528,134,5824
Hyundai,Sonata,5,automatic,75,Sedan,4.4,12008,17068,464,3274,284,4622
Infiniti,G Convertible,5,automatic,66,G Convertible,4.7,23657,35247,388,2609,114,4120
Infiniti,G Sedan,5,automatic,52,G Sedan,3.9,15332,24313,265,3106,171,6925
Infiniti,G Sedan,5,automatic,70,G Sedan,4.9,16831,23198,345,3373,124,4763
GMC,Yukon,7,automatic,53,SUV,4.3,24420,31171,295,3776,208,4927
Infiniti,G Coupe,5,automatic,78,G Coupe,3.9,21700,29349,403,2589,362,4700
Hyundai,Genesis,5,automatic,77,Sedan,4.1,13090,15644,433,2242,197,6426
Hyundai,Veracruz,7,automatic,59,SUV,3.7,15692,24214,467,3134,274,6331
Honda,Odyssey,5,automatic,77,Minivan,4.6,24863,31415,478,1432,314,5205
Honda,Civic,5,automatic,47,Sedan,4.5,11063,17235,178,1500,344,6698
Honda,Civic,5,automatic,79,Sedan,4.5,9838,13281,405,1545,215,4938
Infiniti,G Sedan,5,automatic,51,G Sedan,3.8,17043,23970,224,2189,329,6671
Honda,Civic,5,automatic,73,Coupe,4.9,9953,12740,292,2331,194,6179
Honda,Accord,5,automatic,54,Sedan,4.0,13777,16781,307,3170,302,4301
Mercedes-Benz,C-Class,5,automatic,66,Sedan,3.8,21220,25593,490,3808,289,4473
Infiniti,G Sedan,5,automatic,65,G Sedan,4.8,21469,27409,400,3389,116,4456
MINI,Cooper Clubman,5,Manual,51,Hatchback,4.4,12619,18501,139,2856,202,4692
Infiniti,G Sedan,5,automatic,60,G Sedan,3.6,20070,24480,485,2157,225,4721
MINI,Cooper Clubman,5,automatic,47,Hatchback,3.6,12557,16480,484,3241,221,4678
MINI,Cooper,5,automatic,51,Hatchback,4.5,11563,16989,146,1698,192,4958
Kia,Forte,5,automatic,47,Sedan,3.7,8670,11355,145,2600,292,4578
Jaguar,XJ,5,automatic,68,Sedan,3.6,43809,61379,183,1635,236,6517
MINI,Cooper,5,automatic,42,Hatchback,3.7,11954,13924,228,3011,94,4721
Infiniti,G Sedan,5,automatic,70,G Sedan,4.8,19234,26171,324,2665,204,4521
Mercedes-Benz,E-Class,5,automatic,67,Sedan,4.0,22413,33751,433,1418,319,5206
Jeep,Liberty,7,automatic,74,SUV,4.8,11537,14774,396,1728,208,5398
Lexus,IS 250,5,automatic,67,Sedan,4.6,17028,21248,128,1694,223,6457
MINI,Cooper,5,automatic,51,Hatchback,4.6,11190,14085,408,3118,241,6214
Infiniti,G Sedan,5,automatic,79,G Sedan,4.7,20005,29020,286,2382,118,5661
Land Rover,LR4,7,automatic,57,SUV,4.7,40200,53923,259,2385,119,4535
MINI,Cooper Countryman,5,automatic,58,Wagon,3.5,15162,17438,328,3654,180,5956
Jaguar,XK,5,automatic,69,Convertible,4.9,46107,66918,238,3037,182,5003
Lexus,IS 250,5,automatic,43,Sedan,4.2,9475,12445,414,2433,375,6920
Infiniti,QX,7,automatic,73,SUV,4.5,30948,39337,130,3955,250,4564
Lexus,RX 350,7,automatic,45,SUV,3.5,19032,28556,420,3411,120,5603
Infiniti,G Sedan,5,automatic,59,G Sedan,3.8,19846,26154,355,1425,186,6186
Infiniti,G Coupe,5,automatic,62,G Coupe,4.3,17848,26769,193,2847,133,5073
MINI,Cooper,5,automatic,61,Hatchback,4.8,12530,15363,195,1442,319,4567
Lexus,CT 200h,5,automatic,71,Hatchback,4.8,20923,31098,349,2247,327,6292
Jeep,Wrangler,7,automatic,71,SUV,3.6,22515,26714,120,2337,99,5197
MINI,Cooper,5,automatic,50,Hatchback,3.8,9949,13898,346,2401,331,5529
Mazda,Mazda6,5,automatic,51,Sedan,4.8,8217,10661,435,2400,334,6800
Lincoln,MKZ,5,automatic,59,Sedan,4.1,12460,17268,441,3747,157,4331
Lexus,RX 350,7,automatic,66,SUV,4.9,20407,28159,389,2102,400,4096
Kia,Sorento,7,automatic,53,SUV,3.6,10327,15381,240,3485,372,5623
MINI,Cooper Clubman,5,manual,40,Hatchback,4.9,16606,23948,293,3517,124,5311
Lincoln,Navigator,7,automatic,55,SUV,4.4,29304,36384,136,1513,196,4370
MINI,Cooper,5,automatic,52,Hatchback,4.9,12545,14921,191,2720,284,4766
Jaguar,XJ,5,automatic,51,Sedan,3.7,46984,57831,397,1482,195,6993
Lexus,RX 350,7,automatic,48,SUV,3.9,29139,35918,230,3821,213,4523
Infiniti,G Sedan,5,automatic,74,G Sedan,4.4,21186,25763,153,1409,98,6226
Kia,Forte,5,automatic,58,Hatchback,3.9,6255,7512,147,1716,394,4017
Kia,Sportage,7,automatic,46,SUV,4.8,15023,19884,164,1501,229,5652
Mazda,Mazda6,5,automatic,41,Sedan,4.8,14612,16916,341,3429,273,4327
MINI,Cooper,5,automatic,55,Hatchback,3.8,14457,17383,178,1537,383,6641
Lincoln,Navigator,7,Manual,74,SUV,4.8,28923,37916,324,2214,209,6644
MINI,Cooper,5,automatic,48,Hatchback,4.0,12007,17017,293,1731,296,5876
Jeep,Grand Cherokee,7,automatic,53,SUV,3.6,15372,21699,410,2653,358,6295
Lexus,RX 350,7,automatic,73,SUV,3.7,24229,32430,364,1612,386,6563
MINI,Cooper,5,manual,43,Hatchback,4.2,13052,17774,343,2676,94,5421
Jeep,Wrangler,7,automatic,48,SUV,3.9,18402,26620,370,2514,149,6843
Lexus,IS 250,5,automatic,77,Sedan,4.5,15290,24026,197,3309,192,4658
Jaguar,XJ,5,automatic,58,Sedan,4.4,34214,52273,247,3296,128,6565
MINI,Cooper,5,automatic,64,Hatchback,4.4,11581,18132,198,3501,184,5944
Jaguar,XK,5,automatic,56,Convertible,4.2,47985,59401,490,1880,222,4770
Infiniti,G Sedan,5,automatic,80,G Sedan,3.6,13955,20350,422,1833,135,6603
Infiniti,G Sedan,5,automatic,42,G Sedan,4.3,18265,21779,185,3728,259,5286
MINI,Cooper Clubman,5,automatic,72,Hatchback,3.8,15271,24193,133,2188,282,4386
Mercedes-Benz,C-Class,5,automatic,54,Sedan,4.4,17959,26203,164,2847,190,5500
Infiniti,G Sedan,5,automatic,57,G Sedan,4.2,16982,22978,300,2050,280,5598
Infiniti,M,5,automatic,60,Sedan,4.0,26436,32109,290,3827,237,6370
Jaguar,XK,5,automatic,40,Coupe,5.0,39515,45702,468,3207,134,5812
Mercedes-Benz,E-Class,5,automatic,66,Convertible,4.5,23661,34585,236,3066,172,6482
Infiniti,G Sedan,5,manual,41,G Sedan,5.0,23304,26800,334,1808,292,6920
MINI,Cooper,5,manual,62,Hatchback,3.7,9519,14484,305,2660,221,6239
Mercedes-Benz,C-Class,5,automatic,80,Sedan,4.3,20817,24042,345,2637,256,5680
MINI,Cooper,5,automatic,45,Hatchback,3.9,14973,18594,441,1810,152,4950
Infiniti,G Sedan,5,automatic,67,G Sedan,4.5,19140,24438,189,1576,291,5319
Infiniti,M,5,automatic,52,Sedan,4.5,22293,31501,327,1515,327,5867
Jaguar,XF,5,automatic,41,Sedan,4.7,27418,37122,203,2194,382,6385
Infiniti,M,5,automatic,49,Sedan,4.7,20678,25935,233,2262,305,4119
Mazda,CX-9,7,automatic,74,SUV,4.9,22554,27816,202,2554,273,5705
Infiniti,M,5,automatic,42,Sedan,4.2,22920,34027,187,3852,186,4831
Kia,Sportage,7,automatic,74,SUV,4.4,12534,15601,176,2883,218,6116
Mercedes-Benz,E-Class,5,automatic,72,Coupe,4.3,21477,32888,166,1552,124,6774
Infiniti,M,5,automatic,44,Sedan,3.7,22501,33083,331,3247,133,5977
MINI,Cooper,5,manual,55,Hatchback,4.0,12694,17441,317,2915,313,4850
MINI,Cooper,5,automatic,80,Hatchback,4.3,11471,14981,374,2870,281,6662
Mazda,Mazda3,5,automatic,54,Sedan,4.8,10944,16639,249,2640,176,6702
Kia,Sorento,7,automatic,63,SUV,4.7,13154,15238,185,3213,266,6897
MINI,Cooper,5,automatic,62,Hatchback,4.7,11353,15083,386,1297,218,6177
MINI,Cooper,5,automatic,60,Hatchback,4.2,14644,18616,122,2328,295,6360
Mercedes-Benz,C-Class,5,automatic,59,Sedan,4.0,17157,25560,326,3761,164,6438
Kia,Forte,5,automatic,67,Sedan,5.0,8553,12361,248,3157,269,5715
Land Rover,Range Rover,7,automatic,80,SUV,4.9,33044,44191,167,1259,365,4418
Jaguar,XF,5,automatic,52,Sedan,4.8,28276,36430,267,2542,341,4526
Infiniti,G Sedan,5,automatic,72,G Sedan,4.2,21748,27811,348,3389,257,5384
MINI,Cooper Countryman,5,automatic,51,Wagon,4.7,15090,23489,283,2365,136,4266
Infiniti,G Coupe,5,automatic,51,G Coupe,4.1,17753,23596,392,1400,271,6727
Kia,Sorento,7,automatic,55,SUV,4.6,13096,19224,120,1782,317,4460
MINI,Cooper,5,automatic,73,Convertible,4.3,15230,20376,335,2740,126,5493
Infiniti,G Sedan,5,automatic,79,G Sedan,4.8,17916,26911,141,1657,238,4379
Kia,Optima,5,automatic,80,Sedan,3.9,14042,20174,230,1551,285,5105
MINI,Cooper,5,automatic,79,Hatchback,3.7,12221,17412,250,1824,221,5891
Infiniti,M,5,automatic,40,Sedan,4.1,24705,30716,470,2842,130,4439
Jeep,Grand Cherokee,7,automatic,46,SUV,3.9,12149,16400,154,3878,131,6208
MINI,Cooper,5,manual,54,Hatchback,4.2,15075,19231,358,1857,276,5942
Jaguar,XF,5,automatic,60,Sedan,3.8,26416,32133,310,2828,146,6596
Kia,Forte,5,automatic,60,Koup,4.3,10674,13940,305,1908,217,5822
Mercedes-Benz,SL-Class,5,automatic,70,Convertible,4.6,54797,68076,369,2794,354,6104
MINI,Cooper,5,automatic,66,Hatchback,3.8,11664,14867,305,1272,399,5680
Kia,Optima,5,automatic,78,Sedan,4.3,12181,16417,285,1934,295,6609
MINI,Cooper,5,automatic,48,Hatchback,4.6,12397,18756,414,3844,261,6347
Infiniti,G Sedan,5,automatic,59,G Sedan,4.6,17494,25514,308,2343,259,4144
Lexus,RX 350,7,automatic,75,SUV,3.8,26410,32168,254,1676,246,4456
Infiniti,G Sedan,5,automatic,46,G Sedan,3.6,20068,25061,261,2081,234,6411
Mercedes-Benz,C-Class,5,automatic,79,Sedan,3.7,20095,24660,359,1855,389,5493
Mazda,Mazda6,5,automatic,57,Sedan,4.0,9916,11432,446,2472,106,5534
MINI,Cooper,5,manual,69,Hatchback,4.5,10081,15486,159,1759,335,6655
Mercedes-Benz,C-Class,5,automatic,54,Sedan,4.7,17983,23905,428,2382,254,4184
Infiniti,G Sedan,5,automatic,76,G Sedan,3.6,14306,21207,267,3614,267,5283
MINI,Cooper,5,automatic,49,Convertible,3.9,13836,17922,486,2885,271,4067
Kia,Soul,5,automatic,64,Wagon,3.9,8830,11452,205,2767,174,4595
Jaguar,XJ,5,automatic,77,Sedan,4.3,32946,39302,236,2598,125,4275
Mazda,Mazda3,5,automatic,55,Sedan,4.5,9354,14071,354,3351,252,6942
Mercedes-Benz,E-Class,5,automatic,75,Sedan,4.4,21362,27621,283,1305,241,4432
Infiniti,G Sedan,5,automatic,48,G Sedan,3.8,17815,24729,328,3241,272,6334
MINI,Cooper,5,automatic,45,Convertible,5.0,14053,15966,393,3844,217,4180
Mercedes-Benz,E-Class,5,automatic,75,Sedan,3.7,23736,30982,351,1560,342,4928
MINI,Cooper Coupe,5,automatic,53,Hatchback,3.8,14885,19456,489,1789,172,6186
Mazda,Mazda3,5,automatic,70,Hatchback,4.1,12866,15987,410,1683,244,5510
Infiniti,G Coupe,5,automatic,71,G Coupe,3.7,18287,24187,333,3798,311,5011
Infiniti,G Sedan,5,automatic,77,G Sedan,4.6,17172,24399,467,3057,315,5163
Jaguar,XJ,5,automatic,43,Sedan,3.9,33203,44398,345,2196,279,5009
Lexus,RX 350,7,automatic,52,SUV,3.8,24841,32823,313,2412,139,4885
Infiniti,G Coupe,5,automatic,55,G Coupe,3.9,16301,21394,187,1867,266,5307
Infiniti,M,5,automatic,58,Sedan,4.7,19811,30684,408,1293,345,6759
Infiniti,G Sedan,5,automatic,68,G Sedan,4.9,20244,26494,200,1206,341,4001
Kia,Sedona,5,automatic,62,Minivan,4.6,7511,9523,143,2375,312,6486
Infiniti,M,5,automatic,49,Sedan,4.8,23922,31308,484,1348,357,6099
Mercedes-Benz,E-Class,5,automatic,80,Convertible,4.8,23161,30102,401,1918,141,5720
Infiniti,G Sedan,5,automatic,52,G Sedan,3.8,18340,25163,289,1609,364,6296
Infiniti,G Coupe,5,automatic,51,G Coupe,4.6,20077,25452,465,1849,243,6352
MINI,Cooper,5,manual,61,Hatchback,4.1,9349,13091,258,1574,287,6988
Lexus,IS 250,5,automatic,73,Sedan,4.3,21008,25066,416,2258,307,5951
MINI,Cooper,5,automatic,80,Hatchback,3.5,13399,17986,494,3977,153,5232
Lexus,IS 250,5,automatic,53,Sedan,4.2,20216,25930,271,2098,133,6751
Kia,Soul,5,automatic,42,Wagon,4.2,7798,10365,346,2446,255,5201
Jeep,Wrangler,7,automatic,67,SUV,4.7,21003,25619,369,1826,111,5779
Land Rover,Range Rover Sport,7,automatic,49,SUV,4.8,41670,54399,353,1316,253,6545
MINI,Cooper,5,automatic,54,Hatchback,4.3,12981,18128,411,1723,302,5643
Kia,Optima,5,automatic,45,Sedan,4.2,15387,20314,293,3400,372,6395
Infiniti,M,5,automatic,77,Sedan,4.0,24355,28955,370,2205,353,4866
MINI,Cooper,5,automatic,68,Hatchback,3.9,13994,16029,343,2937,333,6171
Mazda,Mazda3,5,automatic,73,Hatchback,4.1,13584,15786,156,2803,173,6010
Kia,Optima,5,automatic,80,Sedan,4.5,13608,19793,130,3169,111,4475
Infiniti,QX,7,automatic,61,SUV,4.4,38655,49487,256,3223,150,4309
Infiniti,G Sedan,5,automatic,47,G Sedan,4.9,17329,22298,225,3822,267,6870
Kia,Optima,5,automatic,62,Sedan,4.0,8201,12751,390,2708,237,5533
Mercedes-Benz,C-Class,5,automatic,45,Sedan,4.7,17740,25608,250,1730,355,6501
Infiniti,G Coupe,5,automatic,67,G Coupe,4.5,19539,22169,257,1330,153,6853
Infiniti,G Sedan,5,automatic,71,G Sedan,4.1,18343,26672,175,2876,349,5380
Infiniti,G Sedan,5,automatic,59,G Sedan,3.8,15884,23122,249,3727,157,4909
Jeep,Wrangler,7,automatic,45,SUV,3.8,18279,22009,212,2689,240,5972
Infiniti,G Sedan,5,automatic,40,G Sedan,4.3,18386,25532,200,1685,104,6676
MINI,Cooper,5,manual,46,Hatchback,3.6,11257,15213,279,3278,322,6366
MINI,Cooper,5,automatic,41,Hatchback,4.2,13384,17749,216,2373,303,5265
Infiniti,M,5,automatic,44,Sedan,4.0,23772,30782,342,3451,293,5518
Jaguar,XJ,5,automatic,54,Sedan,3.6,30680,37455,283,2052,174,6975
Lexus,ES 350,5,automatic,73,Sedan,4.2,20039,30356,269,1716,106,6702
Jaguar,XF,5,automatic,68,Sedan,4.9,26252,33197,348,3334,137,6242
Mazda,Mazda3,5,manual,44,Sedan,3.6,8197,11959,306,1221,200,5582
Kia,Soul,5,automatic,68,Wagon,4.3,10264,13661,263,1640,346,6877
MINI,Cooper,5,automatic,40,Hatchback,4.8,15629,17930,122,1551,120,4303
MINI,Cooper,5,manual,71,Hatchback,4.6,14184,17721,473,1476,219,5154
Lincoln,MKZ,5,automatic,78,Sedan,3.8,12918,15655,334,3655,116,4161
Infiniti,G Sedan,5,automatic,69,G Sedan,4.3,18309,21886,232,3902,195,5874
Kia,Optima,5,automatic,75,Sedan,4.8,14727,18738,296,1481,310,5675
Kia,Optima,5,automatic,44,Sedan,4.2,13307,18004,465,3397,118,4778
MINI,Cooper Coupe,5,automatic,71,Hatchback,4.7,11690,15478,245,2720,217,6889
Kia,Optima,5,automatic,57,Sedan,4.3,13954,17734,198,3748,159,5170
Infiniti,G Coupe,5,automatic,55,G Coupe,4.2,16642,24195,326,3381,276,4610
MINI,Cooper Countryman,5,automatic,42,Wagon,3.6,15105,22992,137,1875,284,4966
Mercedes-Benz,E-Class,5,automatic,47,Sedan,3.9,27509,31946,202,1888,351,5254
Infiniti,M,5,automatic,41,Sedan,4.5,23471,35966,238,3637,103,6622
Infiniti,G Coupe,5,manual,44,G Coupe,4.3,22075,28121,388,1222,345,6886
Lexus,IS 250,5,automatic,45,Sedan,4.5,18378,24479,371,1484,263,4546
Infiniti,G Coupe,5,manual,78,G Coupe,4.2,22373,33516,352,1441,214,6270
nan,nan,5,automatic,65,nan,4.5,36968,45622,190,2508,100,4072
Mazda,Mazda5,5,automatic,65,Minivan,4.0,8870,13733,373,3102,302,6235
Kia,Soul,5,automatic,69,Wagon,4.4,3317,4087,309,2685,215,5363
Lexus,ES 350,5,automatic,55,Sedan,4.5,19417,28305,287,2803,381,4467
Lexus,IS 250,5,automatic,78,Sedan,4.4,19942,24936,438,3246,140,6018
Infiniti,G Sedan,5,automatic,79,G Sedan,3.8,17458,25842,399,2660,165,6302
Infiniti,M,5,automatic,54,Sedan,4.9,22746,29544,143,2469,273,5213
Infiniti,G Sedan,5,automatic,74,G Sedan,3.7,19691,30134,326,1416,380,4252
Kia,Sorento,7,automatic,61,SUV,4.1,17134,22259,479,3718,270,5061
Infiniti,G Sedan,5,automatic,79,G Sedan,4.4,14384,19072,186,1741,137,4330
Infiniti,G Sedan,5,automatic,49,G Sedan,4.6,18936,25843,246,3632,362,4346
Jeep,Liberty,7,automatic,63,SUV,4.7,12338,15292,235,1694,169,5722
Infiniti,G Sedan,5,automatic,50,G Sedan,4.9,17195,23343,329,2420,326,5249
Infiniti,G Sedan,5,automatic,62,G Sedan,4.1,19075,25153,412,3070,197,6707
Infiniti,M,5,automatic,67,Sedan,4.7,24398,33269,292,3402,393,4128
MINI,Cooper,5,automatic,77,Hatchback,4.4,11152,17318,350,1679,324,4318
Infiniti,M,5,automatic,57,Sedan,4.5,21267,27918,343,3976,225,6588
Infiniti,G Sedan,5,automatic,59,G Sedan,3.9,17789,24657,226,1449,335,6305
Infiniti,G Coupe,5,automatic,41,G Coupe,4.3,18901,27027,421,1530,304,6800
Infiniti,G Coupe,5,automatic,63,G Coupe,4.6,21302,27894,151,1401,395,5069
Lexus,IS 350,5,automatic,47,Sedan,3.7,17476,26612,200,2128,160,5487
Mazda,Mazda3,5,automatic,69,Sedan,3.6,9714,14561,362,2558,204,5703
Infiniti,G Sedan,5,automatic,77,G Sedan,3.8,21217,29487,359,1480,109,5611
MINI,Cooper,5,automatic,47,Hatchback,4.9,11649,16956,265,1678,185,4716
Mercedes-Benz,C-Class,5,automatic,71,Sedan,4.4,20700,26898,439,1952,341,5059
nan,nan,5,automatic,53,nan,3.6,39611,49133,469,1277,117,4230
MINI,Cooper,5,manual,57,Hatchback,3.7,12093,15007,437,2404,97,5692
Infiniti,M,5,automatic,52,Sedan,3.7,22908,30670,363,2085,116,5319
Jeep,Liberty,7,automatic,56,SUV,4.1,14162,16686,214,1337,164,6041
MINI,Cooper,5,automatic,80,Hatchback,4.8,10315,13159,349,2437,103,5957
Infiniti,M,5,automatic,79,Sedan,4.0,27852,32470,377,3034,363,4165
Jaguar,XF,5,automatic,64,Sedan,3.9,28650,34326,383,3127,244,4923
MINI,Cooper,5,automatic,56,Hatchback,3.6,11560,14285,288,2199,336,4258
Mercedes-Benz,E-Class,5,automatic,66,Sedan,4.6,24791,34673,415,2116,100,5453
Jeep,Patriot,7,automatic,46,SUV,3.8,5375,6937,133,2516,251,5003
Infiniti,G Sedan,5,automatic,50,G Sedan,4.5,19242,25470,127,2910,115,6533
Kia,Forte,5,automatic,70,Sedan,4.2,5801,7361,141,3957,251,4438
Mercedes-Benz,C-Class,5,automatic,75,Sedan,4.4,16171,25810,357,3556,242,6509
Infiniti,G Sedan,5,automatic,46,G Sedan,4.5,18147,22615,422,1216,284,4090
Kia,Sedona,5,Automatic,65,Minivan,4.7,7779,11007,153,1495,343,4422
MINI,Cooper,5,automatic,70,Hatchback,4.5,12121,15573,403,1214,94,6982
Infiniti,M,5,automatic,47,Sedan,4.1,21958,28204,255,1753,337,4747
Lincoln,Navigator,7,Automatic,51,SUV,4.8,26232,38189,274,3949,224,4787
Land Rover,Range Rover Sport,7,automatic,47,SUV,4.2,30387,36322,170,1559,230,5633
MINI,Cooper,5,manual,48,Hatchback,4.7,16361,20130,431,3845,262,4458
Infiniti,G Sedan,5,automatic,43,G Sedan,4.8,19037,23786,382,3761,99,5576
Mazda,Mazda3,5,automatic,44,Sedan,4.9,7889,10769,220,1706,114,5253
Nissan,Altima,5,automatic,66,Sedan,4.3,8821,11650,390,2934,90,5576
Mercedes-Benz,S-Class,5,automatic,54,Sedan,3.5,32582,49083,388,3458,294,4101
mitsubishi,galant,5,automatic,58,nan,3.6,7886,10512,270,3741,380,5877
Nissan,Sentra,5,automatic,52,Sedan,3.9,8810,11976,295,2646,322,6356
Mercedes-Benz,SL-Class,5,automatic,61,Convertible,4.5,18429,22341,208,3660,189,4076
Nissan,Versa,5,Manual,56,Hatchback,3.6,6998,9665,479,2423,100,4961
Nissan,Leaf,5,automatic,47,Hatchback,4.0,11239,15429,396,1934,343,5123
Nissan,Altima,5,automatic,40,Sedan,3.5,10716,14990,448,1717,339,4232
Ram,1500,5,Automatic,53,Regular Cab,3.9,20637,27221,188,2418,287,6794
Nissan,Altima,5,automatic,74,Sedan,3.8,8665,10478,218,1680,286,5142
Ram,1500,5,automatic,56,Regular Cab,3.6,9299,12645,481,1348,367,4547
Nissan,Altima,5,automatic,67,Sedan,4.9,10897,14736,337,2145,350,4251
Nissan,Versa,5,Automatic,46,Hatchback,3.8,7693,10851,335,2208,104,6059
Nissan,Altima,5,automatic,46,Sedan,3.5,7217,9174,307,2449,97,6242
Nissan,Sentra,5,Manual,45,Sedan,4.4,4747,6135,292,3807,379,4308
Toyota,Avalon,5,automatic,63,Sedan,4.2,15655,19721,413,3997,119,5004
Nissan,Maxima,5,automatic,41,Sedan,3.9,9118,11385,482,3943,363,6959
mitsubishi,galant,5,automatic,61,nan,4.4,6987,8677,181,2016,231,6990
mitsubishi,galant,5,automatic,63,nan,4.2,7023,8814,480,2602,211,6737
Nissan,Altima,5,automatic,48,Sedan,4.5,9131,11284,496,3217,296,6662
Nissan,Versa,5,automatic,65,Hatchback,4.2,2321,3141,137,2677,371,5169
Nissan,Altima,5,automatic,52,Sedan,4.1,9834,12415,154,3365,108,4952
Nissan,Altima,5,automatic,61,Sedan,4.9,10565,12763,459,1510,185,6432
Nissan,Altima,5,automatic,62,Sedan,3.9,10165,13516,493,2254,247,5071
Nissan,Altima,5,automatic,77,Sedan,4.2,10982,16198,199,1952,266,6682
Nissan,Versa,5,automatic,80,Hatchback,4.9,7455,10318,412,2624,264,4767
Nissan,Altima,5,automatic,66,Sedan,4.2,9802,13860,251,3192,132,4877
Nissan,NV,5,automatic,62,Van,4.5,9374,13160,193,3516,171,6859
Nissan,Maxima,5,automatic,75,Sedan,5.0,12920,16054,220,1370,308,6680
Subaru,Impreza,5,manual,50,Hatchback,4.1,21138,29106,335,2150,180,5259
Toyota,Camry Hybrid,5,automatic,78,Sedan,4.0,12490,18464,240,1892,210,4202
Nissan,Altima,5,automatic,68,Sedan,4.9,12280,16888,349,3710,250,5184
Nissan,Altima,5,automatic,51,Sedan,4.6,9603,12735,175,2982,206,5300
Nissan,Sentra,5,automatic,59,Sedan,4.5,6424,8114,385,2257,213,6128
Nissan,Armada,7,automatic,46,SUV,3.9,22852,32368,475,1708,381,6378
Nissan,GT-R,5,automatic,48,Coupe,4.9,50183,64439,479,3032,331,4561
Nissan,Leaf,5,automatic,68,Hatchback,3.7,9406,14166,321,2186,107,6724
Mercedes-Benz,M-Class,7,automatic,73,SUV,4.6,30537,45657,394,3486,186,4416
Mercedes-Benz,M-Class,7,automatic,42,SUV,4.8,29793,39753,302,3335,180,4452
Nissan,Altima,5,automatic,53,Sedan,4.4,8550,11682,132,1915,241,4767
Nissan,Versa,5,automatic,44,Hatchback,3.9,6895,9770,259,3241,195,4100
mitsubishi,galant,5,automatic,75,nan,4.6,4880,7299,404,2825,300,4757
Mercedes-Benz,GL-Class,7,automatic,50,SUV,5.0,26024,36481,491,2875,183,6269
Nissan,Leaf,5,automatic,68,Hatchback,4.3,8646,12564,254,2282,316,6632
Mercedes-Benz,GL-Class,7,automatic,51,SUV,4.4,25574,30890,216,3554,371,4666
Porsche,Cayenne,7,automatic,69,SUV,4.7,33951,48912,484,3093,127,6830
